26,0.0,0.0,26,1.2307692307692308,15.0,1.7157575160553422,108.0,1545.0,100,0,0,0,0,Normal
28,0.0,0.0,28,1.5357142857142858,0.0,1.784662199851744,140.0,24.0,108,0,0,0,0,Normal
29,0.0,0.0,29,1.8620689655172413,5.1,1.8506031729686567,164.0,39.0,112,0,0,0,0,Normal
31,0.0,0.0,31,2.2903225806451615,25.0,1.908276918842525,178.0,32.0,120,0,0,0,0,Normal
29,0.0,0.0,29,2.206896551724138,20.0,1.8367064373942976,108.0,17.0,44,0,0,0,0,Normal
29,0.0,0.0,29,1.8620689655172413,42.1,1.8366451609610113,98.0,45.0,24,0,0,0,0,Normal
27,0.0,0.0,27,2.074074074074074,60.5,1.854086130148818,93.0,28.0,17,0,0,0,0,Normal
27,0.0,0.0,27,2.074074074074074,95.1,1.8534672796273872,52.0,16.0,14,0,0,0,0,Normal
27,0.0,0.0,27,1.8888888888888888,47.4,1.8154015384441529,44.0,28.0,6,0,0,0,0,Normal
27,0.0,0.0,27,1.9259259259259258,75.6,1.801936156787598,39.0,20.0,7,0,0,0,0,Normal
27,0.0,0.0,27,1.8888888888888888,10.5,1.8102922513414899,39.0,22.0,7,0,0,0,0,Normal
26,0.0,0.0,26,2.230769230769231,24.3,1.7886436777864547,32.0,32.0,6,0,0,0,0,Normal
28,0.0,0.0,28,2.0357142857142856,2.6,1.8689310954686664,32.0,34.0,8,0,0,0,0,Normal
26,0.0,0.0,26,2.4615384615384617,31.7,1.918894051970608,33.0,26.0,3,0,0,0,0,Normal
25,0.0,0.0,25,2.56,87.2,1.9163565349509544,32.0,33.0,2,0,0,0,0,Normal
26,0.0,0.0,26,2.269230769230769,48.7,1.8961109526556705,36.0,31.0,2,0,0,0,0,Normal
26,0.0,0.0,26,2.269230769230769,4.9,1.9028758247066726,37.0,27.0,3,0,0,0,0,Normal
26,0.0,0.0,26,2.0384615384615383,0.0,1.8925344515097922,33.0,33.0,3,0,0,0,0,Normal
26,0.0,0.0,26,1.9615384615384615,66.7,1.846296869731043,30.0,34.0,2,0,0,0,0,Normal
28,0.0,0.0,28,1.8214285714285714,46.2,1.8577169667664428,39.0,29.0,5,0,0,0,0,Normal
28,0.0,0.0,28,1.8571428571428572,80.5,1.8283368622688707,31.0,36.0,7,0,0,0,0,Normal
25,0.0,0.0,25,1.88,100.0,1.8455366067175705,37.0,43.0,7,0,0,0,0,Normal
26,0.0,0.0,26,2.0384615384615383,87.2,1.8773155639193781,51.0,33.0,7,0,0,0,0,Normal
27,0.0,0.0,27,1.6666666666666667,100.0,1.9082568398739213,50.0,35.0,8,0,0,0,0,Normal
26,0.0,0.0,26,1.8846153846153846,100.0,1.8828168119742053,42.0,37.0,4,0,0,0,0,Normal
26,0.0,0.0,26,1.7307692307692308,92.7,1.8879709633265174,41.0,37.0,5,0,0,0,0,Normal
27,0.0,0.0,27,1.1481481481481481,5.1,1.8394493508756504,55.0,29.0,5,0,0,0,0,Normal
29,0.0,0.0,29,1.2758620689655173,2.5,1.8555056020812901,63.0,30.0,5,0,0,0,0,Normal
29,0.0,0.0,29,1.206896551724138,2.5,1.7887003562854127,65.0,20.0,9,0,0,0,0,Normal
31,0.0,0.0,31,1.032258064516129,10.3,1.7412906836223931,62.0,20.0,8,0,0,0,0,Normal
29,0.0,0.0,29,1.3448275862068966,25.0,1.7186355504100017,78.0,36.0,8,0,0,0,0,Normal
29,0.0,0.0,29,1.6896551724137931,7.7,1.7798871302561705,74.0,27.0,6,0,0,0,0,Normal
29,0.0,0.0,29,1.8620689655172413,4.9,1.8215367376362368,56.0,26.0,6,0,0,0,0,Normal
27,0.0,0.0,27,1.962962962962963,0.0,1.8083327473069768,51.0,30.0,5,0,0,0,0,Normal
27,0.0,0.0,27,2.259259259259259,10.0,1.8563592303674237,48.0,42.0,0,0,0,0,0,Normal
27,0.0,0.0,27,2.2962962962962963,23.1,1.852086816322117,50.0,25.0,0,0,0,0,0,Normal
26,0.0,0.0,26,1.6538461538461537,0.0,1.8804151584922852,34.0,17.0,0,0,0,0,0,Normal
25,0.0,0.0,25,1.96,5.0,1.844781153611117,39.0,37.0,-1,0,0,0,0,Normal
26,0.0,0.0,26,1.8846153846153846,11.9,1.8004487756556307,40.0,28.0,0,0,0,0,0,Normal
26,0.0,0.0,26,2.0384615384615383,0.0,1.805242227511686,46.0,24.0,0,0,0,0,0,Normal
26,0.0,0.0,26,2.0384615384615383,0.0,1.815516137722957,44.0,35.0,0,0,0,0,0,Normal
26,0.0,0.0,26,2.269230769230769,2.5,1.8669117267549358,42.0,13.0,0,0,0,0,0,Normal
27,0.0,0.0,27,2.4814814814814814,52.4,1.8445150644683348,46.0,20.0,0,0,0,0,0,Normal
27,0.0,0.0,27,2.111111111111111,5.0,1.8668213726559828,38.0,33.0,0,0,0,0,0,Normal
26,0.0,0.0,26,2.0,4.9,1.8825589677517478,32.0,16.0,0,0,0,0,0,Normal
27,0.0,0.0,27,1.6296296296296295,0.0,1.8839335435477629,20.0,22.0,0,0,0,0,0,Normal
27,0.09448728361893258,4.346415046470897,27,1.7777777777777777,11.9,1.892734230044635,26.0,29.0,0,0,0,0,0,Normal
26,0.1015291077584267,4.670338956887628,26,1.5384615384615385,7.5,1.845836364488595,28.0,21.0,0,0,0,0,0,Normal
27,0.09622084243913083,4.426158752200016,27,1.4074074074074074,0.0,1.871090776653771,28.0,26.0,0,0,0,0,0,Normal
26,0.0999948983496128,4.599765324082188,26,1.3076923076923077,7.7,1.853467279627387,30.0,27.0,0,0,0,0,0,Normal
25,0.0980534460035153,4.510458516161704,25,1.76,0.0,1.8425516800285495,38.0,14.0,0,0,0,0,0,Normal
28,0.09900990099009897,4.554455445544555,28,1.3571428571428572,5.0,1.8366248281354702,52.0,26.0,0,0,0,0,0,Normal
29,0.0,0.0,29,1.3448275862068966,10.0,1.8264486941483355,50.0,20.0,0,0,0,0,0,Normal
35,0.0,0.35903473938231495,35,1.0285714285714285,7.3,1.8295273164411572,53.0,19.0,3,0,0,0,0,Normal
60,0.0,0.5661568879538051,60,0.6166666666666667,5.1,1.6059218776124173,63.0,40.0,3,0,0,0,0,Normal
85,0.0,0.848986719695622,85,0.4588235294117647,18.9,1.4729814142510174,75.0,38.0,3,0,0,0,0,Normal
111,0.0,0.9659619582069662,111,0.3963963963963964,7.3,1.3209693912968328,71.0,22.0,3,0,0,0,0,Normal
135,0.0,1.0219362707608528,135,0.37777777777777777,2.5,1.2172288586996611,61.0,28.0,3,0,0,0,0,Normal
159,0.0,1.0920259958550753,159,0.32075471698113206,15.4,1.093901427812698,72.0,30.0,4,0,0,0,0,Normal
177,0.0,1.1268032518570368,177,0.2768361581920904,9.5,1.0183743597567436,76.0,23.0,0,0,0,0,0,Normal
178,0.0,1.155965397405995,178,0.3146067415730337,2.5,1.035986758910446,66.0,32.0,0,0,0,0,0,Normal
179,0.0,1.145384128112054,179,0.27932960893854747,13.2,1.0204867300620595,50.0,27.0,0,0,0,0,0,Normal
180,0.0,1.1181817790993505,180,0.24444444444444444,12.8,1.0083599191742205,46.0,15.0,0,0,0,0,0,Normal
180,0.0,1.1043825949920418,180,0.2,7.5,1.0140705487769333,50.0,31.0,0,0,0,0,0,Normal
181,0.0,1.1011920813373113,181,0.1878453038674033,17.9,1.0239455590838866,46.0,23.0,0,0,0,0,0,Normal
181,0.0,1.095825671203136,181,0.19337016574585636,18.4,1.0410880377719445,34.0,13.0,0,0,0,0,0,Normal
180,0.0,1.0762899237658967,180,0.2,7.5,1.0186901437324016,38.0,29.0,0,0,0,0,0,Normal
181,0.0,1.099486617625557,181,0.15469613259668508,5.1,1.0042250091503846,44.0,25.0,0,0,0,0,0,Normal
179,0.0,1.1151070868305684,179,0.16201117318435754,44.7,1.0222103253199863,46.0,24.0,0,0,0,0,0,Normal
179,0.0,1.1232092513141718,179,0.21787709497206703,19.5,1.0372207573621532,38.0,24.0,0,0,0,0,0,Normal
179,0.0,1.0969001350988214,179,0.22905027932960895,22.0,1.0593673772012884,30.0,30.0,0,0,0,0,0,Normal
177,0.0,1.0985712996537431,177,0.3220338983050847,5.1,1.0606442292951528,32.0,25.0,0,0,0,0,0,Normal
176,0.0,1.0833325747228417,176,0.3352272727272727,10.5,1.1034394536741394,24.0,23.0,0,0,0,0,0,Normal
177,0.0,1.09464823742991,177,0.327683615819209,61.5,1.0917586569044897,22.0,20.0,0,0,0,0,0,Normal
176,0.0,1.0975699355000617,176,0.3465909090909091,77.5,1.0831641984286617,26.0,33.0,0,0,0,0,0,Normal
177,0.0,1.110825091332311,177,0.3333333333333333,89.5,1.0597776805352794,30.0,35.0,0,0,0,0,0,Normal
178,0.0,1.1201360811730885,178,0.37640449438202245,47.4,1.0737189113373338,34.0,34.0,0,0,0,0,0,Normal
177,0.0,1.1145819392975485,177,0.3785310734463277,24.4,1.0938705639876274,38.0,39.0,0,0,0,0,0,Normal
177,0.0,1.116308201170268,177,0.3163841807909605,10.0,1.0535293637387162,38.0,34.0,0,0,0,0,0,Normal
178,0.0,1.1807024296036372,178,0.2303370786516854,75.0,0.9838784807541859,40.0,34.0,0,0,0,0,0,Normal
179,0.0,1.1494129929808592,179,0.25139664804469275,13.5,1.0047792159398414,46.0,23.0,0,0,0,0,0,Normal
179,0.0,1.13375797620831,179,0.25139664804469275,21.1,0.9808182380584223,48.0,23.0,0,0,0,0,0,Normal
178,0.0,1.154387163485081,178,0.23595505617977527,10.3,0.9320894269105263,60.0,34.0,0,0,0,0,0,Normal
177,0.0,1.151539764531136,177,0.3220338983050847,10.3,1.0377055080360966,56.0,22.0,0,0,0,0,0,Normal
177,0.0,1.139285218071738,177,0.3615819209039548,5.0,1.0978351658414764,52.0,29.0,0,0,0,0,0,Normal
176,0.0,1.1251100398538525,176,0.35795454545454547,10.0,1.0711318965241297,56.0,30.0,0,0,0,0,0,Normal
175,0.06177975286052527,3.111884848012767,175,0.3657142857142857,10.3,1.0901509766983022,58.0,18.0,0,0,0,0,0,Normal
174,0.06119857366954777,3.088130200827103,174,0.367816091954023,7.7,1.1254896953243072,52.0,25.0,0,0,0,0,0,Normal
175,0.06108429374644228,3.071316338450882,175,0.36,10.0,1.135644668905979,38.0,31.0,0,0,0,0,0,Normal
176,0.062256809338521395,3.140996206086375,176,0.26136363636363635,15.0,1.0696055011251608,42.0,25.0,0,0,0,0,0,Normal
176,0.06324504316475349,3.193793880275919,176,0.20454545454545456,7.7,1.0247465859574123,46.0,28.0,0,0,0,0,0,Normal
176,0.0637571402114829,3.2222518712900903,176,0.1875,10.3,1.0090187986958885,42.0,42.0,0,0,0,0,0,Normal
176,0.0,1.1913971140360098,176,0.1590909090909091,31.6,0.9807303356623219,32.0,30.0,0,0,0,0,0,Normal
175,0.0,1.1864686286808408,175,0.13142857142857142,10.0,0.9782779894826407,32.0,22.0,0,0,0,0,0,Normal
173,0.0,1.2169028011700826,173,0.16184971098265896,46.3,0.9550121542668311,34.0,30.0,0,0,0,0,0,Normal
174,0.0,1.1854229201085011,174,0.19540229885057472,17.9,0.9691323985218855,40.0,31.0,0,0,0,0,0,Normal
176,0.0,1.1365619406263825,176,0.20454545454545456,9.8,0.9927684429748472,38.0,20.0,0,0,0,0,0,Normal
176,0.0632450431647535,3.169893535850782,176,0.2784090909090909,2.6,1.0335056067759214,42.0,30.0,0,0,0,0,0,Normal
176,0.0882135049349176,4.2956412374530695,176,0.3068181818181818,17.1,1.06321357228581,44.0,25.0,0,0,0,0,0,Normal
166,0.09224972214680116,4.473214956535856,166,0.2710843373493976,10.0,1.0272672298941112,56.0,21.0,0,0,0,0,0,Normal
139,0.12008325487893826,5.724227605325708,139,0.3381294964028777,0.0,1.1425618293299744,54.0,39.0,0,0,0,0,0,Normal
118,0.12837011500643639,6.102016524190688,118,0.3474576271186441,7.3,1.2137949417007738,56.0,41.0,0,0,0,0,0,Normal
89,0.14234322372793307,6.736960364911083,89,0.47191011235955055,2.5,1.3183212294268847,56.0,13.0,0,0,0,0,0,Normal
62,0.12854671042670884,6.059505317180141,62,0.6612903225806451,14.6,1.5269332329971956,48.0,27.0,0,0,0,0,0,Normal
32,0.10720400531735916,4.972667315148864,32,1.3125,0.0,1.7409844250375173,48.0,37.0,0,0,0,0,0,Normal
27,0.10152910775842669,4.670338956887627,27,1.6666666666666667,17.5,1.8583792809745936,36.0,14.0,0,0,0,0,0,Normal
26,0.0,0.0,26,1.4230769230769231,42.1,1.8121579478935241,38.0,40.0,0,0,0,0,0,Normal
27,0.0,0.0,27,1.4444444444444444,40.0,1.8633347160026688,38.0,27.0,0,0,0,0,0,Normal
29,0.0,0.0,29,1.103448275862069,29.3,1.8564484156029089,48.0,23.0,0,0,0,0,0,Normal
30,0.0,0.0,30,1.0666666666666667,7.5,1.8747353472533421,48.0,31.0,0,0,0,0,0,Normal
32,0.0,0.0,32,0.8125,35.9,1.875843931463603,50.0,24.0,4,0,0,0,0,Normal
57,0.0,0.7013867402332326,57,0.6140350877192983,17.5,1.714138053639845,60.0,22.0,4,0,0,0,0,Normal
83,0.0,0.8261570044555432,83,0.5542168674698795,25.0,1.5452246820863713,60.0,29.0,4,0,0,0,0,Normal
109,0.0,0.8859714519854985,109,0.47706422018348627,20.0,1.4456121656758203,70.0,30.0,4,0,0,0,0,Normal
135,0.0,1.0030418855616725,135,0.45925925925925926,43.9,1.3061534224613864,62.0,25.0,4,0,0,0,0,Normal
161,0.0,1.0583564700692605,161,0.40372670807453415,17.9,1.1943070337153254,58.0,17.0,4,0,0,0,0,Normal
179,0.0,1.0839203854160318,179,0.39664804469273746,22.5,1.1250850089313715,58.0,29.0,0,0,0,0,0,Normal
180,0.0,1.1334841980372137,180,0.36666666666666664,2.6,1.1209471822405561,56.0,31.0,0,0,0,0,0,Normal
181,0.0,1.1675615822940042,181,0.27624309392265195,22.5,1.0469485943579715,48.0,24.0,0,0,0,0,0,Normal
178,0.0,1.1873328945464594,178,0.2247191011235955,28.2,1.003561275195532,38.0,11.0,0,0,0,0,0,Normal
177,0.0,1.19523234389279,177,0.24858757062146894,48.8,1.0437155947088392,34.0,28.0,0,0,0,0,0,Normal
178,0.0,1.1815315977876129,178,0.21910112359550563,92.3,1.060065513889969,34.0,30.0,0,0,0,0,0,Normal
