17,0.2751028892116712,0.0,17,16.58823529411765,7.9,3.0,0.0,1,0,1,1,0,DDOS Slow Rate 
17,0.21885418285173075,0.0,17,27.41176470588235,12.8,3.0,0.0,1,0,1,1,0,DDOS Slow Rate 
17,0.18676461381924525,0.0,17,38.64705882352941,10.0,3.0,0.0,1,0,1,1,0,DDOS Slow Rate 
17,0.1653286356966982,0.0,17,49.94117647058823,5.3,3.0,0.0,1,0,1,1,0,DDOS Slow Rate 
3,0.0,0.0,3,343.6666666666667,16.7,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
3,0.0,0.0,3,342.3333333333333,12.5,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
3,0.0312958621559066,2.0029351779780225,3,339.0,45.0,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
3,0.03134194188890704,2.0058842808900508,3,338.0,25.0,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
3,0.031686196523486324,2.0279165775031247,3,330.6666666666667,10.3,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
2,22.443724853920735,2.607359096624911,2,600.5,10.3,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
2,22.997671968354354,3.8833999944228306,2,675.5,23.1,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
2,23.099886825047353,3.2355742678916775,2,779.5,5.1,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
2,22.854550956598956,3.731476559191589,2,878.5,5.1,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
10,22.500976158287443,4.585426283976991,10,192.8,10.0,4.0,0.0,2,0,1,1,0,DDOS Slow Rate 
11,0.11179444134592212,7.154844246139016,11,92.36363636363636,29.3,4.0,0.0,2,0,1,1,0,DDOS Slow Rate 
11,0.1157352966131019,7.407058983238522,11,92.72727272727273,10.0,4.0,0.0,2,0,1,1,0,DDOS Slow Rate 
11,0.1112609843923314,7.120703001109209,11,93.27272727272727,7.7,4.0,0.0,2,0,1,1,0,DDOS Slow Rate 
12,0.10674500966831202,6.831680618771969,12,85.75,17.5,4.0,0.0,2,0,1,1,0,DDOS Slow Rate 
3,20.14108325760722,5.061804245765758,3,369.6666666666667,12.2,0.0,0.0,0,0,1,1,0,DDOS Slow Rate 
